file,input.class,prediction,Correct.prediction,percentage
amusement_park_325_1_msrgb.jpg,amusement_park,port,0,0.37570724
amusement_park_361_1_msrgb.jpg,amusement_park,shipyard,0,0.09557452
amusement_park_42_6_msrgb.jpg,amusement_park,port,0,0.25939685
amusement_park_52_0_msrgb.jpg,amusement_park,runway,0,0.21821307
amusement_park_716_9_msrgb.jpg,amusement_park,impoverished_settlement,0,0.20411359
amusement_park_746_5_msrgb.jpg,amusement_park,port,0,0.08118131
amusement_park_88_4_msrgb.jpg,amusement_park,airport,0,0.18420628
amusement_park_949_0_msrgb.jpg,amusement_park,port,0,0.14258267
aquaculture_183_0_msrgb.jpg,aquaculture,aquaculture,1,0.06836674
aquaculture_183_3_msrgb.jpg,aquaculture,helipad,0,0.07127553
aquaculture_208_6_msrgb.jpg,aquaculture,tunnel_opening,0,0.10037079
aquaculture_218_4_msrgb.jpg,aquaculture,race_track,0,0.06658378
aquaculture_220_0_msrgb.jpg,aquaculture,aquaculture,1,0.18492207
aquaculture_254_2_msrgb.jpg,aquaculture,aquaculture,1,0.09389226
aquaculture_295_0_msrgb.jpg,aquaculture,aquaculture,1,0.5276615
aquaculture_328_0_msrgb.jpg,aquaculture,construction_site,0,0.084486194
aquaculture_32_0_msrgb.jpg,aquaculture,aquaculture,1,0.12906547
aquaculture_415_0_msrgb.jpg,aquaculture,crop_field,0,0.120097026
aquaculture_472_0_msrgb.jpg,aquaculture,aquaculture,1,0.18244964
aquaculture_473_3_msrgb.jpg,aquaculture,nuclear_powerplant,0,0.30071715
aquaculture_57_0_msrgb.jpg,aquaculture,aquaculture,1,0.54347575
aquaculture_65_0_msrgb.jpg,aquaculture,airport_terminal,0,0.051151168
aquaculture_92_5_msrgb.jpg,aquaculture,aquaculture,1,0.6030098
archaeological_site_167_0_msrgb.jpg,archaeological_site,oil_or_gas_facility,0,0.1830899
archaeological_site_197_0_msrgb.jpg,archaeological_site,wind_farm,0,0.11441162
archaeological_site_204_4_msrgb.jpg,archaeological_site,tunnel_opening,0,0.26080287
archaeological_site_217_8_msrgb.jpg,archaeological_site,lighthouse,0,0.06093621
archaeological_site_247_2_msrgb.jpg,archaeological_site,wind_farm,0,0.20219879
archaeological_site_24_2_msrgb.jpg,archaeological_site,oil_or_gas_facility,0,0.075054385
archaeological_site_308_3_msrgb.jpg,archaeological_site,archaeological_site,1,0.11605167
archaeological_site_369_9_msrgb.jpg,archaeological_site,surface_mine,0,0.13206099
archaeological_site_421_7_msrgb.jpg,archaeological_site,tunnel_opening,0,0.37125084
archaeological_site_423_12_msrgb.jpg,archaeological_site,race_track,0,0.093698554
archaeological_site_478_5_msrgb.jpg,archaeological_site,tunnel_opening,0,0.21655616
archaeological_site_51_4_msrgb.jpg,archaeological_site,wind_farm,0,0.08922478
archaeological_site_63_6_msrgb.jpg,archaeological_site,wind_farm,0,0.060867473
archaeological_site_80_2_msrgb.jpg,archaeological_site,wind_farm,0,0.09032321
archaeological_site_817_0_msrgb.jpg,archaeological_site,archaeological_site,1,0.20491405
barn_1196_0_msrgb.jpg,barn,debris_or_rubble,0,0.06356452
barn_1238_0_msrgb.jpg,barn,place_of_worship,0,0.11063136
barn_1474_2_msrgb.jpg,barn,archaeological_site,0,0.12860695
barn_154_5_msrgb.jpg,barn,water_treatment_facility,0,0.1682684
barn_1948_3_msrgb.jpg,barn,parking_lot_or_garage,0,0.08962271
barn_215_7_msrgb.jpg,barn,tunnel_opening,0,0.10933747
barn_21_2_msrgb.jpg,barn,debris_or_rubble,0,0.10231047
barn_2394_0_msrgb.jpg,barn,place_of_worship,0,0.1489236
barn_243_3_msrgb.jpg,barn,debris_or_rubble,0,0.061487004
barn_300_2_msrgb.jpg,barn,water_treatment_facility,0,0.08260267
barn_556_6_msrgb.jpg,barn,aquaculture,0,0.13315466
barn_629_5_msrgb.jpg,barn,airport_hangar,0,0.11779962
barn_713_1_msrgb.jpg,barn,archaeological_site,0,0.16103595
barn_795_0_msrgb.jpg,barn,oil_or_gas_facility,0,0.05790229
barn_876_2_msrgb.jpg,barn,aquaculture,0,0.108263694
border_checkpoint_12_6_msrgb.jpg,border_checkpoint,stadium,0,0.083442755
border_checkpoint_141_7_msrgb.jpg,border_checkpoint,oil_or_gas_facility,0,0.17702962
border_checkpoint_153_4_msrgb.jpg,border_checkpoint,runway,0,0.14498414
border_checkpoint_156_0_msrgb.jpg,border_checkpoint,race_track,0,0.07122727
border_checkpoint_168_6_msrgb.jpg,border_checkpoint,factory_or_powerplant,0,0.04566906
border_checkpoint_200_5_msrgb.jpg,border_checkpoint,aquaculture,0,0.108982526
border_checkpoint_211_3_msrgb.jpg,border_checkpoint,helipad,0,0.077164814
border_checkpoint_216_1_msrgb.jpg,border_checkpoint,oil_or_gas_facility,0,0.13292584
border_checkpoint_22_9_msrgb.jpg,border_checkpoint,airport,0,0.08505337
border_checkpoint_24_3_msrgb.jpg,border_checkpoint,airport_hangar,0,0.059808854
border_checkpoint_264_2_msrgb.jpg,border_checkpoint,water_treatment_facility,0,0.044736072
border_checkpoint_363_0_msrgb.jpg,border_checkpoint,airport,0,0.20543636
border_checkpoint_41_0_msrgb.jpg,border_checkpoint,nuclear_powerplant,0,0.1567535
border_checkpoint_81_0_msrgb.jpg,border_checkpoint,archaeological_site,0,0.16647707
border_checkpoint_87_5_msrgb.jpg,border_checkpoint,race_track,0,0.2441475
burial_site_1055_5_msrgb.jpg,burial_site,wind_farm,0,0.07974153
burial_site_146_0_msrgb.jpg,burial_site,burial_site,1,0.07539254
burial_site_251_5_msrgb.jpg,burial_site,place_of_worship,0,0.076280236
burial_site_263_4_msrgb.jpg,burial_site,airport_hangar,0,0.051886935
burial_site_304_0_msrgb.jpg,burial_site,single-unit_residential,0,0.059851445
burial_site_318_7_msrgb.jpg,burial_site,toll_booth,0,0.06778429
burial_site_320_3_msrgb.jpg,burial_site,wind_farm,0,0.11068868
burial_site_377_1_msrgb.jpg,burial_site,lighthouse,0,0.068782754
burial_site_657_7_msrgb.jpg,burial_site,burial_site,1,0.048722435
burial_site_661_0_msrgb.jpg,burial_site,burial_site,1,0.047980264
burial_site_722_5_msrgb.jpg,burial_site,single-unit_residential,0,0.07933787
burial_site_729_0_msrgb.jpg,burial_site,smokestack,0,0.05365317
burial_site_791_0_msrgb.jpg,burial_site,wind_farm,0,0.11744266
burial_site_846_3_msrgb.jpg,burial_site,storage_tank,0,0.058546696
burial_site_988_2_msrgb.jpg,burial_site,smokestack,0,0.052623447
car_dealership_101_0_msrgb.jpg,car_dealership,flooded_road,0,0.052377176
car_dealership_1187_0_msrgb.jpg,car_dealership,airport_terminal,0,0.050674897
car_dealership_1214_0_msrgb.jpg,car_dealership,road_bridge,0,0.11658386
car_dealership_154_0_msrgb.jpg,car_dealership,place_of_worship,0,0.1750302
car_dealership_285_9_msrgb.jpg,car_dealership,stadium,0,0.40631682
car_dealership_351_0_msrgb.jpg,car_dealership,road_bridge,0,0.20112817
car_dealership_369_8_msrgb.jpg,car_dealership,place_of_worship,0,0.14429887
car_dealership_371_4_msrgb.jpg,car_dealership,airport_hangar,0,0.13263083
car_dealership_469_2_msrgb.jpg,car_dealership,prison,0,0.055992354
car_dealership_502_0_msrgb.jpg,car_dealership,prison,0,0.19666184
car_dealership_516_9_msrgb.jpg,car_dealership,place_of_worship,0,0.11082966
car_dealership_674_5_msrgb.jpg,car_dealership,debris_or_rubble,0,0.07735332
car_dealership_76_4_msrgb.jpg,car_dealership,place_of_worship,0,0.13362391
car_dealership_791_6_msrgb.jpg,car_dealership,race_track,0,0.20540701
car_dealership_995_0_msrgb.jpg,car_dealership,storage_tank,0,0.07427719
construction_site_114_3_msrgb.jpg,construction_site,road_bridge,0,0.13226333
construction_site_156_0_msrgb.jpg,construction_site,oil_or_gas_facility,0,0.07239481
construction_site_168_9_msrgb.jpg,construction_site,road_bridge,0,0.05816734
construction_site_213_3_msrgb.jpg,construction_site,place_of_worship,0,0.11529129
construction_site_235_7_msrgb.jpg,construction_site,tunnel_opening,0,0.09798468
construction_site_237_2_msrgb.jpg,construction_site,wind_farm,0,0.044254404
construction_site_31_6_msrgb.jpg,construction_site,stadium,0,0.8810558
construction_site_322_3_msrgb.jpg,construction_site,construction_site,1,0.058088224
construction_site_330_8_msrgb.jpg,construction_site,toll_booth,0,0.15267177
construction_site_355_5_msrgb.jpg,construction_site,road_bridge,0,0.054237653
construction_site_426_9_msrgb.jpg,construction_site,port,0,0.07998842
construction_site_435_1_msrgb.jpg,construction_site,golf_course,0,0.07501157
construction_site_485_1_msrgb.jpg,construction_site,archaeological_site,0,0.064063095
construction_site_74_4_msrgb.jpg,construction_site,construction_site,1,0.06778844
construction_site_9_5_msrgb.jpg,construction_site,smokestack,0,0.07140567
crop_field_1258_0_msrgb.jpg,crop_field,water_treatment_facility,0,0.058140717
crop_field_1312_1_msrgb.jpg,crop_field,runway,0,0.511907
crop_field_1572_3_msrgb.jpg,crop_field,crop_field,1,0.13535573
crop_field_19_2_msrgb.jpg,crop_field,oil_or_gas_facility,0,0.06392259
crop_field_2535_3_msrgb.jpg,crop_field,water_treatment_facility,0,0.15575172
crop_field_2608_4_msrgb.jpg,crop_field,flooded_road,0,0.05700223
crop_field_354_3_msrgb.jpg,crop_field,electric_substation,0,0.09038113
crop_field_3806_0_msrgb.jpg,crop_field,wind_farm,0,0.062133744
crop_field_3863_0_msrgb.jpg,crop_field,aquaculture,0,0.13450558
crop_field_4253_1_msrgb.jpg,crop_field,prison,0,0.124820285
crop_field_431_0_msrgb.jpg,crop_field,lighthouse,0,0.11274831
crop_field_5257_0_msrgb.jpg,crop_field,tunnel_opening,0,0.1607763
crop_field_6400_0_msrgb.jpg,crop_field,airport,0,0.08725627
crop_field_6846_3_msrgb.jpg,crop_field,wind_farm,0,0.09283789
crop_field_918_1_msrgb.jpg,crop_field,aquaculture,0,0.11124233
dam_100_2_msrgb.jpg,dam,tunnel_opening,0,0.124225855
dam_1084_0_msrgb.jpg,dam,dam,1,0.10052638
dam_123_8_msrgb.jpg,dam,wind_farm,0,0.14164099
dam_131_3_msrgb.jpg,dam,tunnel_opening,0,0.29937768
dam_166_9_msrgb.jpg,dam,wind_farm,0,0.2001077
dam_199_5_msrgb.jpg,dam,water_treatment_facility,0,0.139883
dam_247_0_msrgb.jpg,dam,stadium,0,0.3438352
dam_289_4_msrgb.jpg,dam,place_of_worship,0,0.16281578
dam_383_2_msrgb.jpg,dam,lighthouse,0,0.09489691
dam_389_1_msrgb.jpg,dam,tunnel_opening,0,0.28807142
dam_656_1_msrgb.jpg,dam,race_track,0,0.1534018
dam_758_1_msrgb.jpg,dam,water_treatment_facility,0,0.13796683
dam_785_0_msrgb.jpg,dam,oil_or_gas_facility,0,0.15164147
dam_83_6_msrgb.jpg,dam,smokestack,0,0.057661425
dam_957_0_msrgb.jpg,dam,archaeological_site,0,0.17858893
debris_or_rubble_108_7_msrgb.jpg,debris_or_rubble,aquaculture,0,0.08495717
debris_or_rubble_115_6_msrgb.jpg,debris_or_rubble,shopping_mall,0,0.06792002
debris_or_rubble_130_3_msrgb.jpg,debris_or_rubble,road_bridge,0,0.058298122
debris_or_rubble_133_2_msrgb.jpg,debris_or_rubble,wind_farm,0,0.09119108
debris_or_rubble_187_1_msrgb.jpg,debris_or_rubble,tunnel_opening,0,0.13990013
debris_or_rubble_247_0_msrgb.jpg,debris_or_rubble,debris_or_rubble,1,0.07032025
debris_or_rubble_2_19_msrgb.jpg,debris_or_rubble,debris_or_rubble,1,0.1681289
debris_or_rubble_32_10_msrgb.jpg,debris_or_rubble,lighthouse,0,0.088430114
debris_or_rubble_36_3_msrgb.jpg,debris_or_rubble,debris_or_rubble,1,0.251666
debris_or_rubble_42_0_msrgb.jpg,debris_or_rubble,debris_or_rubble,1,0.051194385
debris_or_rubble_50_6_msrgb.jpg,debris_or_rubble,debris_or_rubble,1,0.08863206
debris_or_rubble_63_14_msrgb.jpg,debris_or_rubble,nuclear_powerplant,0,0.19816948
debris_or_rubble_6_18_msrgb.jpg,debris_or_rubble,debris_or_rubble,1,0.08530238
debris_or_rubble_80_14_msrgb.jpg,debris_or_rubble,office_building,0,0.07993938
debris_or_rubble_90_2_msrgb.jpg,debris_or_rubble,debris_or_rubble,1,0.089323305
educational_institution_102_7_msrgb.jpg,educational_institution,single-unit_residential,0,0.08401241
educational_institution_1112_2_msrgb.jpg,educational_institution,smokestack,0,0.042148877
educational_institution_1522_7_msrgb.jpg,educational_institution,airport_hangar,0,0.065144055
educational_institution_1721_1_msrgb.jpg,educational_institution,port,0,0.13865173
educational_institution_1804_1_msrgb.jpg,educational_institution,port,0,0.12594843
educational_institution_1814_0_msrgb.jpg,educational_institution,smokestack,0,0.07088897
educational_institution_1908_1_msrgb.jpg,educational_institution,oil_or_gas_facility,0,0.10090315
educational_institution_1909_3_msrgb.jpg,educational_institution,smokestack,0,0.11080108
educational_institution_224_2_msrgb.jpg,educational_institution,prison,0,0.112238996
educational_institution_247_2_msrgb.jpg,educational_institution,park,0,0.06648713
educational_institution_394_5_msrgb.jpg,educational_institution,debris_or_rubble,0,0.058861595
educational_institution_507_11_msrgb.jpg,educational_institution,debris_or_rubble,0,0.049257956
educational_institution_551_1_msrgb.jpg,educational_institution,multi-unit_residential,0,0.053214144
educational_institution_624_7_msrgb.jpg,educational_institution,burial_site,0,0.05606112
educational_institution_739_15_msrgb.jpg,educational_institution,prison,0,0.113315344
electric_substation_1016_3_msrgb.jpg,electric_substation,prison,0,0.052397583
electric_substation_1043_1_msrgb.jpg,electric_substation,prison,0,0.0663246
electric_substation_10_5_msrgb.jpg,electric_substation,interchange,0,0.093592875
electric_substation_144_0_msrgb.jpg,electric_substation,race_track,0,0.13546948
electric_substation_19_2_msrgb.jpg,electric_substation,wind_farm,0,0.15545484
electric_substation_218_2_msrgb.jpg,electric_substation,road_bridge,0,0.041849185
electric_substation_261_0_msrgb.jpg,electric_substation,road_bridge,0,0.07079943
electric_substation_355_6_msrgb.jpg,electric_substation,water_treatment_facility,0,0.068796344
electric_substation_405_2_msrgb.jpg,electric_substation,golf_course,0,0.11067043
electric_substation_557_5_msrgb.jpg,electric_substation,tunnel_opening,0,0.15276484
electric_substation_596_3_msrgb.jpg,electric_substation,debris_or_rubble,0,0.08785171
electric_substation_609_3_msrgb.jpg,electric_substation,toll_booth,0,0.15233387
electric_substation_874_3_msrgb.jpg,electric_substation,airport_terminal,0,0.13273643
electric_substation_883_1_msrgb.jpg,electric_substation,barn,0,0.06838263
electric_substation_974_2_msrgb.jpg,electric_substation,space_facility,0,0.27898473
factory_or_powerplant_126_0_msrgb.jpg,factory_or_powerplant,office_building,0,0.057114277
factory_or_powerplant_155_7_msrgb.jpg,factory_or_powerplant,airport_terminal,0,0.072378054
factory_or_powerplant_194_2_msrgb.jpg,factory_or_powerplant,debris_or_rubble,0,0.057621866
factory_or_powerplant_252_1_msrgb.jpg,factory_or_powerplant,road_bridge,0,0.068697535
factory_or_powerplant_252_3_msrgb.jpg,factory_or_powerplant,railway_bridge,0,0.08692158
factory_or_powerplant_260_5_msrgb.jpg,factory_or_powerplant,road_bridge,0,0.07894208
factory_or_powerplant_315_2_msrgb.jpg,factory_or_powerplant,water_treatment_facility,0,0.22515464
factory_or_powerplant_442_4_msrgb.jpg,factory_or_powerplant,place_of_worship,0,0.0741185
factory_or_powerplant_560_1_msrgb.jpg,factory_or_powerplant,railway_bridge,0,0.189403
factory_or_powerplant_563_0_msrgb.jpg,factory_or_powerplant,oil_or_gas_facility,0,0.06470873
factory_or_powerplant_572_2_msrgb.jpg,factory_or_powerplant,factory_or_powerplant,1,0.114808425
factory_or_powerplant_613_8_msrgb.jpg,factory_or_powerplant,interchange,0,0.053966813
factory_or_powerplant_702_3_msrgb.jpg,factory_or_powerplant,debris_or_rubble,0,0.06750515
factory_or_powerplant_90_6_msrgb.jpg,factory_or_powerplant,factory_or_powerplant,1,0.05553501
factory_or_powerplant_97_9_msrgb.jpg,factory_or_powerplant,prison,0,0.0951122
fire_station_1216_0_msrgb.jpg,fire_station,swimming_pool,0,0.17170091
fire_station_157_2_msrgb.jpg,fire_station,smokestack,0,0.05947853
fire_station_240_0_msrgb.jpg,fire_station,burial_site,0,0.09408264
fire_station_294_3_msrgb.jpg,fire_station,debris_or_rubble,0,0.10375703
fire_station_342_7_msrgb.jpg,fire_station,multi-unit_residential,0,0.048998877
fire_station_357_0_msrgb.jpg,fire_station,place_of_worship,0,0.12185923
fire_station_401_0_msrgb.jpg,fire_station,airport_hangar,0,0.074080005
fire_station_447_2_msrgb.jpg,fire_station,oil_or_gas_facility,0,0.052760936
fire_station_518_7_msrgb.jpg,fire_station,race_track,0,0.082038864
fire_station_603_3_msrgb.jpg,fire_station,prison,0,0.17444162
fire_station_655_5_msrgb.jpg,fire_station,oil_or_gas_facility,0,0.07315712
fire_station_660_0_msrgb.jpg,fire_station,lighthouse,0,0.091346145
fire_station_694_0_msrgb.jpg,fire_station,archaeological_site,0,0.06858285
fire_station_711_2_msrgb.jpg,fire_station,place_of_worship,0,0.06557645
fire_station_739_2_msrgb.jpg,fire_station,smokestack,0,0.07026864
flooded_road_10_9_msrgb.jpg,flooded_road,tunnel_opening,0,0.13128197
flooded_road_16_3_msrgb.jpg,flooded_road,smokestack,0,0.08859691
flooded_road_181_7_msrgb.jpg,flooded_road,road_bridge,0,0.058194462
flooded_road_196_7_msrgb.jpg,flooded_road,wind_farm,0,0.049521107
flooded_road_210_5_msrgb.jpg,flooded_road,lighthouse,0,0.11758879
flooded_road_228_6_msrgb.jpg,flooded_road,port,0,0.07918008
flooded_road_260_1_msrgb.jpg,flooded_road,single-unit_residential,0,0.04518225
flooded_road_305_6_msrgb.jpg,flooded_road,debris_or_rubble,0,0.059897147
flooded_road_306_8_msrgb.jpg,flooded_road,smokestack,0,0.10180886
flooded_road_361_3_msrgb.jpg,flooded_road,airport_terminal,0,0.04543379
flooded_road_480_8_msrgb.jpg,flooded_road,tunnel_opening,0,0.082019135
flooded_road_53_1_msrgb.jpg,flooded_road,airport_terminal,0,0.05526175
flooded_road_67_3_msrgb.jpg,flooded_road,tunnel_opening,0,0.13951865
flooded_road_83_6_msrgb.jpg,flooded_road,lighthouse,0,0.07311662
flooded_road_84_3_msrgb.jpg,flooded_road,archaeological_site,0,0.10911431
fountain_118_1_msrgb.jpg,fountain,smokestack,0,0.059535526
fountain_148_1_msrgb.jpg,fountain,place_of_worship,0,0.15566736
fountain_174_1_msrgb.jpg,fountain,smokestack,0,0.08027895
fountain_197_0_msrgb.jpg,fountain,smokestack,0,0.07865585
fountain_225_0_msrgb.jpg,fountain,road_bridge,0,0.06475124
fountain_26_2_msrgb.jpg,fountain,archaeological_site,0,0.14664389
fountain_305_2_msrgb.jpg,fountain,road_bridge,0,0.20023048
fountain_489_3_msrgb.jpg,fountain,swimming_pool,0,0.19802986
fountain_48_14_msrgb.jpg,fountain,flooded_road,0,0.09270376
fountain_497_2_msrgb.jpg,fountain,port,0,0.13426755
fountain_499_0_msrgb.jpg,fountain,smokestack,0,0.06830478
fountain_507_1_msrgb.jpg,fountain,fountain,1,0.074492335
fountain_522_3_msrgb.jpg,fountain,smokestack,0,0.08795056
fountain_56_14_msrgb.jpg,fountain,swimming_pool,0,0.119156145
fountain_58_2_msrgb.jpg,fountain,debris_or_rubble,0,0.06470325
gas_station_212_10_msrgb.jpg,gas_station,fire_station,0,0.07165928
gas_station_221_0_msrgb.jpg,gas_station,road_bridge,0,0.09034058
gas_station_244_0_msrgb.jpg,gas_station,airport_terminal,0,0.05163766
gas_station_267_7_msrgb.jpg,gas_station,railway_bridge,0,0.04552223
gas_station_362_13_msrgb.jpg,gas_station,police_station,0,0.08514523
gas_station_362_2_msrgb.jpg,gas_station,smokestack,0,0.08795093
gas_station_367_8_msrgb.jpg,gas_station,swimming_pool,0,0.06412197
gas_station_373_6_msrgb.jpg,gas_station,port,0,0.18947001
gas_station_403_7_msrgb.jpg,gas_station,airport,0,0.068056025
gas_station_690_5_msrgb.jpg,gas_station,parking_lot_or_garage,0,0.064440176
gas_station_746_1_msrgb.jpg,gas_station,oil_or_gas_facility,0,0.062599264
gas_station_75_5_msrgb.jpg,gas_station,smokestack,0,0.07426059
gas_station_92_6_msrgb.jpg,gas_station,prison,0,0.2994553
gas_station_934_0_msrgb.jpg,gas_station,storage_tank,0,0.086232774
gas_station_954_1_msrgb.jpg,gas_station,prison,0,0.09263916
golf_course_12_11_msrgb.jpg,golf_course,lighthouse,0,0.1062606
golf_course_167_1_msrgb.jpg,golf_course,golf_course,1,0.40526274
golf_course_169_5_msrgb.jpg,golf_course,race_track,0,0.10980548
golf_course_178_10_msrgb.jpg,golf_course,interchange,0,0.06961595
golf_course_179_8_msrgb.jpg,golf_course,dam,0,0.12922549
golf_course_221_2_msrgb.jpg,golf_course,lighthouse,0,0.10030876
golf_course_238_12_msrgb.jpg,golf_course,tunnel_opening,0,0.22497277
golf_course_245_16_msrgb.jpg,golf_course,water_treatment_facility,0,0.10939882
golf_course_289_0_msrgb.jpg,golf_course,golf_course,1,0.282507
golf_course_309_3_msrgb.jpg,golf_course,water_treatment_facility,0,0.17002292
golf_course_378_12_msrgb.jpg,golf_course,park,0,0.06210657
golf_course_461_1_msrgb.jpg,golf_course,golf_course,1,0.14409328
golf_course_580_4_msrgb.jpg,golf_course,golf_course,1,0.34395579
golf_course_595_3_msrgb.jpg,golf_course,water_treatment_facility,0,0.16855901
golf_course_84_5_msrgb.jpg,golf_course,golf_course,1,0.20331319
ground_transportation_station_1025_7_msrgb.jpg,ground_transportation_station,park,0,0.058734626
ground_transportation_station_1150_5_msrgb.jpg,ground_transportation_station,place_of_worship,0,0.12313848
ground_transportation_station_1231_0_msrgb.jpg,ground_transportation_station,ground_transportation_station,1,0.1391153
ground_transportation_station_1241_9_msrgb.jpg,ground_transportation_station,prison,0,0.09847963
ground_transportation_station_165_10_msrgb.jpg,ground_transportation_station,office_building,0,0.07797474
ground_transportation_station_169_9_msrgb.jpg,ground_transportation_station,ground_transportation_station,1,0.09644359
ground_transportation_station_1781_0_msrgb.jpg,ground_transportation_station,smokestack,0,0.06369593
ground_transportation_station_189_0_msrgb.jpg,ground_transportation_station,smokestack,0,0.083733976
ground_transportation_station_19_8_msrgb.jpg,ground_transportation_station,interchange,0,0.07969355
ground_transportation_station_273_3_msrgb.jpg,ground_transportation_station,single-unit_residential,0,0.08878161
ground_transportation_station_274_2_msrgb.jpg,ground_transportation_station,road_bridge,0,0.24279438
ground_transportation_station_422_1_msrgb.jpg,ground_transportation_station,hospital,0,0.06823938
ground_transportation_station_47_1_msrgb.jpg,ground_transportation_station,place_of_worship,0,0.12700538
ground_transportation_station_652_10_msrgb.jpg,ground_transportation_station,port,0,0.102976516
ground_transportation_station_72_2_msrgb.jpg,ground_transportation_station,place_of_worship,0,0.07440532
helipad_113_3_msrgb.jpg,helipad,space_facility,0,0.24703625
helipad_183_6_msrgb.jpg,helipad,construction_site,0,0.11720064
helipad_184_3_msrgb.jpg,helipad,airport_terminal,0,0.07114405
helipad_196_6_msrgb.jpg,helipad,single-unit_residential,0,0.10336421
helipad_198_5_msrgb.jpg,helipad,debris_or_rubble,0,0.09933578
helipad_226_4_msrgb.jpg,helipad,aquaculture,0,0.123297825
helipad_308_4_msrgb.jpg,helipad,smokestack,0,0.08270416
helipad_34_3_msrgb.jpg,helipad,smokestack,0,0.069008544
helipad_387_1_msrgb.jpg,helipad,airport_hangar,0,0.058212582
helipad_462_2_msrgb.jpg,helipad,smokestack,0,0.15976451
helipad_465_1_msrgb.jpg,helipad,interchange,0,0.12812759
helipad_511_5_msrgb.jpg,helipad,tunnel_opening,0,0.07836044
